time_s,raw_normalised,filtered,r_peak,bpm,hrv_ms
3.8160,-0.072527,-0.014370,0,NaN,NaN
3.8240,-0.070085,-0.011367,0,NaN,NaN
3.8320,-0.064713,-0.008406,0,NaN,NaN
3.8400,-0.060806,-0.005527,0,NaN,NaN
3.8480,-0.056899,0.012956,0,NaN,NaN
3.8560,-0.057387,0.010204,0,NaN,NaN
3.8640,-0.062759,0.005258,0,NaN,NaN
3.8720,-0.070085,-0.000336,0,NaN,NaN
3.8800,-0.074969,-0.004650,0,NaN,NaN
3.8880,-0.072527,-0.006310,0,NaN,NaN
3.8960,-0.070085,-0.005015,0,NaN,NaN
3.9040,-0.065201,-0.001455,0,NaN,NaN
3.9120,-0.059829,0.003004,0,NaN,NaN
3.9200,-0.052015,0.006663,0,NaN,NaN
3.9280,-0.048107,0.008063,0,NaN,NaN
3.9360,-0.049573,0.006721,0,NaN,NaN
3.9440,-0.054457,0.003515,0,NaN,NaN
3.9520,-0.062759,-0.006918,0,NaN,NaN
3.9600,-0.068620,-0.012345,0,NaN,NaN
3.9680,-0.067643,-0.014632,0,NaN,NaN
3.9760,-0.063736,-0.012780,0,NaN,NaN
3.9840,-0.057875,-0.006936,0,NaN,NaN
3.9920,-0.047131,0.001704,0,NaN,NaN
4.0000,-0.034432,0.011064,0,NaN,NaN
4.0080,-0.024176,0.018677,0,NaN,NaN
4.0160,-0.019292,0.022446,0,NaN,NaN
4.0240,-0.020269,0.021254,0,NaN,NaN
4.0320,-0.024664,0.015120,0,NaN,NaN
4.0400,-0.032479,0.005049,0,NaN,NaN
4.0480,-0.043712,-0.007215,0,NaN,NaN
4.0560,-0.052991,-0.018390,0,NaN,NaN
4.0640,-0.060806,-0.024061,0,NaN,NaN
4.0720,-0.057875,-0.024292,0,NaN,NaN
4.0800,-0.047619,-0.019582,0,NaN,NaN
4.0880,-0.035897,-0.012072,0,NaN,NaN
4.0960,-0.023687,-0.004500,0,NaN,NaN
4.1040,-0.020269,0.000957,0,NaN,NaN
4.1120,-0.015873,0.003280,0,NaN,NaN
4.1200,-0.015385,0.002540,0,NaN,NaN
4.1280,-0.017827,-0.000408,0,NaN,NaN
4.1360,-0.022711,-0.004322,0,NaN,NaN
4.1440,-0.024664,-0.008161,0,NaN,NaN
4.1520,-0.023199,-0.011624,0,NaN,NaN
4.1600,-0.017827,0.040781,0,NaN,NaN
4.1680,-0.010989,0.045413,0,NaN,NaN
4.1760,-0.005128,0.048604,0,NaN,NaN
